[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 393, Time range: 1771338599 to 1771340555, Price range: 24462.25 to 24815.75, TimeScale Visible: 1771338695 to 1771340555, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 393, Time range: 1771338599 to 1771340555, Price range: 24462.25 to 24815.75, TimeScale Visible: 1771338599 to 1771340555, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 486, Time range: 1770832979 to 1770835400, Price range: 25200.75 to 25287.50, TimeScale Visible: 1770833440 to 1770835400, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 486, Time range: 1770832979 to 1770835400, Price range: 25200.75 to 25287.50, TimeScale Visible: 1770832979 to 1770835400, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 572, Time range: 1735777560 to 1735780497, Price range: 21133.00 to 21282.75, TimeScale Visible: 1735779190 to 1735780497, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 572, Time range: 1735777560 to 1735780497, Price range: 21133.00 to 21282.75, TimeScale Visible: 1735777560 to 1735780497, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 470, Time range: 1767809999 to 1767812340, Price range: 25926.00 to 25979.00, TimeScale Visible: 1767809999 to 1767812340, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 470, Time range: 1767809999 to 1767812340, Price range: 25926.00 to 25979.00, TimeScale Visible: 1767809999 to 1767812340, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 513, Time range: 1776646079 to 1776648780, Price range: 26652.25 to 26700.00, TimeScale Visible: 1776646295 to 1776648780, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 513, Time range: 1776646079 to 1776648780, Price range: 26652.25 to 26700.00, TimeScale Visible: 1776646079 to 1776648780, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 509, Time range: 1776901623 to 1776904496, Price range: 26848.00 to 27098.75, TimeScale Visible: 1776901623 to 1776904496, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 509, Time range: 1776901623 to 1776904496, Price range: 26848.00 to 27098.75, TimeScale Visible: 1776901623 to 1776904496, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 48, Time range: 1776901623 to 1776904440, Price range: 26848.00 to 27098.75, TimeScale Visible: 1776901623 to 1776904440, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 48, Time range: 1776901623 to 1776904440, Price range: 26848.00 to 27098.75, TimeScale Visible: 1776901623 to 1776904440, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 13543, Time range: 1775573820 to 1775646835, Price range: 23941.50 to 25245.25, TimeScale Visible: 1775645515 to 1775646835, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 13543, Time range: 1775573820 to 1775646835, Price range: 23941.50 to 25245.25, TimeScale Visible: 1775631178 to 1775646835, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 1157, Time range: 1775573820 to 1775646780, Price range: 23941.50 to 25245.25, TimeScale Visible: 1775573820 to 1775573880, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 1157, Time range: 1775573820 to 1775646780, Price range: 23941.50 to 25245.25, TimeScale Visible: 1775573820 to 1775646780, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 185, Time range: 1761329521 to 1761516960, Price range: 25497.50 to 25768.25, TimeScale Visible: 1761329521 to 1761329580, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 185, Time range: 1761329521 to 1761516960, Price range: 25497.50 to 25768.25, TimeScale Visible: 1761329521 to 1761516960, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 185, Time range: 1741635720 to 1741650360, Price range: 19229.25 to 19489.75, TimeScale Visible: 1741635720 to 1741650360, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 185, Time range: 1741635720 to 1741650360, Price range: 19229.25 to 19489.75, TimeScale Visible: 1741635720 to 1741650360, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 185, Time range: 1741635720 to 1741650360, Price range: 19229.25 to 19489.75, TimeScale Visible: 1741635720 to 1741650360, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 185, Time range: 1741635720 to 1741650360, Price range: 19229.25 to 19489.75, TimeScale Visible: 1741635720 to 1741650360, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 748, Time range: 1708544160 to 1708592580, Price range: 17372.75 to 17897.25, TimeScale Visible: 1708581543 to 1708592580, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 748, Time range: 1708544160 to 1708592580, Price range: 17372.75 to 17897.25, TimeScale Visible: 1708544160 to 1708592580, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 748, Time range: 1708544160 to 1708592580, Price range: 17372.75 to 17897.25, TimeScale Visible: 1708544160 to 1708592580, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 748, Time range: 1708544160 to 1708592580, Price range: 17372.75 to 17897.25, TimeScale Visible: 1708544160 to 1708592580, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 420, Time range: 1766962866 to 1766965432, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766963791 to 1766965432, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 420, Time range: 1766962866 to 1766965432, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766962866 to 1766965432, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 43, Time range: 1766962866 to 1766965380, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766962866 to 1766965380, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 43, Time range: 1766962866 to 1766965380, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766962866 to 1766965380, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 86, Time range: 1766969460 to 1766974563, Price range: 25835.50 to 25893.75, TimeScale Visible: 1766972040 to 1766974563, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 86, Time range: 1766969460 to 1766974563, Price range: 25835.50 to 25893.75, TimeScale Visible: 1766969460 to 1766974563, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 44, Time range: 1766963880 to 1766966460, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766963880 to 1766966460, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 44, Time range: 1766963880 to 1766966460, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766963880 to 1766966460, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 45, Time range: 1766964842 to 1766967481, Price range: 25853.75 to 25878.50, TimeScale Visible: 1766964906 to 1766967481, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 45, Time range: 1766964842 to 1766967481, Price range: 25853.75 to 25878.50, TimeScale Visible: 1766964842 to 1766967481, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 428, Time range: 1766962866 to 1766965500, Price range: 25843.00 to 25879.00, TimeScale Visible: 1766963925 to 1766965500, rightPriceScale autoScale: true
