outcome,anchor,variable,variant,block,n_used,delta,lo,hi,primary,meaningful
B_res_N3,0.5,mae_before,plain,replication,764,-0.00365915396116678,-0.06803782012369802,0.05718043221167184,True,False
B_res_N3,0.5,mae_before,plain,pooled,3026,-0.010626961514131636,-0.04277919379617346,0.02021215126170271,True,False
B_res_N3,0.5,ret30,plain,discovery,2262,0.029011936339522548,-0.012118181107065749,0.06704312890647501,True,False
B_res_N3,0.5,ret30,plain,replication,744,0.011468511505550418,-0.05645549402293327,0.08287879993805292,True,False
B_res_N3,0.5,ret30,plain,pooled,3006,0.02471203430023909,-0.009677773915715117,0.05872062152875395,True,False
B_res_N3,0.5,ret15,plain,discovery,2262,0.045410587975243145,0.0039082020423248515,0.09106195352845944,False,False
B_res_N3,0.5,ret15,plain,replication,744,0.024602295336975,-0.04313772195341275,0.0948746604515133,False,False
B_res_N3,0.5,ret15,plain,pooled,3006,0.040383213839847,0.006715199758882564,0.07611125822221959,False,False
B_res_N3,0.5,ret60,plain,discovery,2262,0.012033045977011495,-0.026479983153012514,0.050592284941847095,False,False
B_res_N3,0.5,ret60,plain,replication,738,0.015615360605170388,-0.047845336051442894,0.07832848992246677,False,False
B_res_N3,0.5,ret60,plain,pooled,3000,0.012907214069872918,-0.020554931445386452,0.04363565420498767,False,False
B_res_N3,0.5,path_eff,plain,discovery,2262,0.03511825817860301,-0.006645101326999332,0.08058328815083347,False,False
B_res_N3,0.5,path_eff,plain,replication,767,0.012279176045290226,-0.04866559587958877,0.08300973663087897,False,False
B_res_N3,0.5,path_eff,plain,pooled,3029,0.029742701454443653,-0.003974640525138319,0.06705871572788591,False,False
B_res_N3,0.5,n_cross,plain,discovery,2443,-0.02454562282825796,-0.0693013784112936,0.01690398927185795,False,False
B_res_N3,0.5,n_cross,plain,replication,796,0.04013319143446853,-0.023863187477515042,0.10272847857207115,False,False
B_res_N3,0.5,n_cross,plain,pooled,3239,-0.008677164000843847,-0.04285452549564218,0.022831507272529104,False,False
B_res_N3,0.5,rv60,plain,discovery,2262,0.02220103890362511,-0.020267661061981745,0.06462042373241865,False,False
B_res_N3,0.5,rv60,plain,replication,723,0.03207885218922229,-0.0460641377631076,0.1052143695534537,False,False
B_res_N3,0.5,rv60,plain,pooled,2985,0.02457610114908369,-0.010665922836673636,0.060727429839856656,False,False
B_res_N3,0.5,accel,plain,discovery,2262,0.06722480106100795,0.02723422811780132,0.1098945561062123,False,True
B_res_N3,0.5,accel,plain,replication,753,0.02056019188673916,-0.04102406462157773,0.08911212697045233,False,False
B_res_N3,0.5,accel,plain,pooled,3015,0.05564367884250474,0.02178952649569554,0.09142663638813094,False,True
B_res_N3,0.5,fav_share,plain,discovery,2251,0.020978530075597534,-0.017886590614470767,0.05756479116917463,False,False
B_res_N3,0.5,fav_share,plain,replication,769,0.0061189831161978965,-0.06041295560212239,0.07522339785862385,False,False
B_res_N3,0.5,fav_share,plain,pooled,3020,0.017141884904240373,-0.016160964540808263,0.05027708348146408,False,False
B_res_N3,0.5,tod_min,plain,discovery,2264,-0.033753808266278974,-0.07250971789552953,0.003202052163980482,False,False
B_res_N3,0.5,tod_min,plain,replication,747,-0.043793054938280465,-0.11697683614289242,0.026130184526598134,False,False
B_res_N3,0.5,tod_min,plain,pooled,3011,-0.036241445064874554,-0.06732223859608609,-0.00160560892734781,False,False
B_res_N3,0.75,time_to_anchor_s,tod_stratified,discovery,1990,-0.027473906169591045,-0.0695365061926482,0.014107067849960216,True,False
B_res_N3,0.75,time_to_anchor_s,plain,discovery,1990,-0.029117112192919455,-0.07144263041315532,0.012830509018157311,True,False
B_res_N3,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1932,-0.034265390487914306,-0.07519051578502707,0.00670951077041179,True,False
B_res_N3,0.75,time_to_anchor_s,tod_stratified,replication,669,-0.01605106237917635,-0.09440296075621606,0.05845863735723393,True,False
B_res_N3,0.75,time_to_anchor_s,plain,replication,669,-0.01609308729576406,-0.0917611315241025,0.05658888438869621,True,False
B_res_N3,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,replication,657,-0.011718064346894866,-0.09005301926524387,0.06399572747583925,True,False
B_res_N3,0.75,time_to_anchor_s,tod_stratified,pooled,2659,-0.024095246203071997,-0.059849535452107916,0.011042600343815611,True,False
B_res_N3,0.75,time_to_anchor_s,plain,pooled,2659,-0.025667353271317795,-0.06176503369155393,0.008786628074035175,True,False
B_res_N3,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,2589,-0.02812975691716461,-0.06442221975132044,0.007699175192475611,True,False
B_res_N3,0.75,pullback_from_mfe,plain,discovery,1991,0.015319743168654516,-0.027199463425376217,0.05867786951775365,True,False
B_res_N3,0.75,pullback_from_mfe,plain,replication,651,0.026113239017867308,-0.05484538127956648,0.09984294460923807,True,False
B_res_N3,0.75,pullback_from_mfe,plain,pooled,2642,0.018059455882218065,-0.020902090789680725,0.055807451393992104,True,False
B_res_N3,0.75,mae_before,plain,discovery,1991,-0.020988381919638352,-0.059805353231059837,0.016446281097500137,True,False
B_res_N3,0.75,mae_before,plain,replication,674,0.017648726928329146,-0.05595761743144212,0.08760522400751192,True,False
B_res_N3,0.75,mae_before,plain,pooled,2665,-0.01109808297343147,-0.04703202516970127,0.023697796016192204,True,False
B_res_N3,0.75,ret30,plain,discovery,1991,-0.006404244490524912,-0.05018402584390986,0.03765216363451347,True,False
B_res_N3,0.75,ret30,plain,replication,667,-0.00038601253689970333,-0.06996414453006794,0.07916334053208189,True,False
B_res_N3,0.75,ret30,plain,pooled,2658,-0.004775864607161461,-0.04201717621163449,0.03293087616648291,True,False
B_res_N3,0.75,ret15,plain,discovery,1991,0.03894264242901253,-0.008209958784169451,0.08988315850196882,False,False
B_res_N3,0.75,ret15,plain,replication,672,-0.03231824827219564,-0.11728844061654405,0.05009685671804399,False,False
B_res_N3,0.75,ret15,plain,pooled,2663,0.02103238605917026,-0.02326536671321092,0.06258774198059826,False,False
B_res_N3,0.75,ret60,plain,discovery,1991,-0.029964928810720267,-0.07442373304660094,0.013965617555357026,False,False
B_res_N3,0.75,ret60,plain,replication,653,-0.012080828618576143,-0.07183494807041685,0.05200072881139546,False,False
B_res_N3,0.75,ret60,plain,pooled,2644,-0.025521032471947928,-0.061877320041002964,0.009573120980456373,False,False
B_res_N3,0.75,path_eff,plain,discovery,1987,0.02220579783817409,-0.019561152144667433,0.06684202135359708,False,False
B_res_N3,0.75,path_eff,plain,replication,668,-0.014273066937501681,-0.08718275502985305,0.05933723940416805,False,False
B_res_N3,0.75,path_eff,plain,pooled,2655,0.013012430440718977,-0.021927167330724452,0.05054281995961742,False,False
B_res_N3,0.75,n_cross,plain,discovery,2142,-0.008590804642467673,-0.060789954131073395,0.03779299698879449,False,False
B_res_N3,0.75,n_cross,plain,replication,720,0.08081657925407926,0.010147841419308972,0.14781903967762056,False,True
B_res_N3,0.75,n_cross,plain,pooled,2862,0.014073497756845531,-0.02378288780543714,0.04954900686619318,False,False
B_res_N3,0.75,rv60,plain,discovery,1991,0.0023315781972109567,-0.03871805761038241,0.04291811485509296,False,False
B_res_N3,0.75,rv60,plain,replication,629,0.09705882352941177,0.01620113764610341,0.18573348247787452,False,True
B_res_N3,0.75,rv60,plain,pooled,2620,0.024968426173354222,-0.013322319697480944,0.06344733579849622,False,False
B_res_N3,0.75,accel,plain,discovery,1991,0.03781892645960727,-0.009422471398348505,0.08891734819606956,False,False
B_res_N3,0.75,accel,plain,replication,672,-0.037880939567886476,-0.12393624169747386,0.040936446032294765,False,False
B_res_N3,0.75,accel,plain,pooled,2663,0.018772156744957358,-0.023457518533434522,0.057413871000909854,False,False
B_res_N3,0.75,fav_share,plain,discovery,1991,0.019831161959395372,-0.017920345171226145,0.05619307614468605,False,False
B_res_N3,0.75,fav_share,plain,replication,671,-0.023625965521225912,-0.0912577674085074,0.05051660379217227,False,False
B_res_N3,0.75,fav_share,plain,pooled,2662,0.008779788113204994,-0.024791062658514967,0.04413077247959806,False,False
B_res_N3,0.75,tod_min,plain,discovery,1992,-0.037473664314516125,-0.08084942899526468,0.0025750875036346884,False,False
B_res_N3,0.75,tod_min,plain,replication,649,-0.011304366413954284,-0.08163131165387406,0.05558100817608921,False,False
B_res_N3,0.75,tod_min,plain,pooled,2641,-0.030947296485452597,-0.06543461567666076,0.006998941776144092,False,False
B_res_N3,1.0,time_to_anchor_s,tod_stratified,discovery,1774,-0.027202799199053534,-0.0750478854686872,0.01988887819150673,True,False
B_res_N3,1.0,time_to_anchor_s,plain,discovery,1774,-0.030337978144681067,-0.07778072294443428,0.015840771457934853,True,False
B_res_N3,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1727,-0.034332059791197495,-0.08367587665638997,0.011678636705105924,True,False
B_res_N3,1.0,time_to_anchor_s,tod_stratified,replication,559,-0.006597420322878382,-0.08658439934042551,0.07775220461229335,True,False
B_res_N3,1.0,time_to_anchor_s,plain,replication,559,-0.008874823514311386,-0.08325599500929035,0.06823664728826112,True,False
B_res_N3,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,replication,546,-0.0004591105773304889,-0.08210194758649998,0.08819816330351775,True,False
B_res_N3,1.0,time_to_anchor_s,tod_stratified,pooled,2333,-0.02212173997457381,-0.05993112046676265,0.017430378295741275,True,False
B_res_N3,1.0,time_to_anchor_s,plain,pooled,2333,-0.02525979996560255,-0.06367991617958886,0.013717305490810126,True,False
B_res_N3,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,2273,-0.02610578039746558,-0.0646992385703555,0.013540511894397034,True,False
B_res_N3,1.0,pullback_from_mfe,plain,discovery,1773,0.021850529087063964,-0.020730657647927114,0.06456658715020568,True,False
B_res_N3,1.0,pullback_from_mfe,plain,replication,632,-0.03614763212977499,-0.10690187760768521,0.027054888193659733,True,False
B_res_N3,1.0,pullback_from_mfe,plain,pooled,2405,0.0072927295918367345,-0.028526069529682223,0.041457640451871364,True,False
B_res_N3,1.0,mae_before,plain,discovery,1773,-0.024393849840052325,-0.0696922453654383,0.0218671414339458,True,False
B_res_N3,1.0,mae_before,plain,replication,594,0.0006313131313131319,-0.0873842430412241,0.08357791410621757,True,False
B_res_N3,1.0,mae_before,plain,pooled,2367,-0.018112667526730027,-0.05644587702888566,0.01802202088449896,True,False
B_res_N3,1.0,ret30,plain,discovery,1773,0.03834998447604093,-0.00040722158951859636,0.08080383509801804,True,False
B_res_N3,1.0,ret30,plain,replication,584,-0.033872003424657536,-0.10555526606809515,0.04152001100711503,True,False
B_res_N3,1.0,ret30,plain,pooled,2357,0.02045191719911698,-0.015817848369089907,0.057603713105622394,True,False
B_res_N3,1.0,ret15,plain,discovery,1773,0.05740480918254903,0.017391737243125437,0.10097700250898947,False,True
B_res_N3,1.0,ret15,plain,replication,592,-0.00819462200509092,-0.08346928970517739,0.06834401096858499,False,False
B_res_N3,1.0,ret15,plain,pooled,2365,0.04106639277934397,0.004694160892668424,0.07868786661006981,False,False
B_res_N3,1.0,ret60,plain,discovery,1773,0.015940131597364494,-0.0223809687814933,0.05743972016538665,False,False
B_res_N3,1.0,ret60,plain,replication,573,0.031806360585723004,-0.03629066864667492,0.10556503615466382,False,False
B_res_N3,1.0,ret60,plain,pooled,2346,0.019651679231404384,-0.01490638258432802,0.05534614685193349,False,False
B_res_N3,1.0,path_eff,plain,discovery,1773,0.018974003889896958,-0.02482028991899466,0.06377884376872898,False,False
B_res_N3,1.0,path_eff,plain,replication,561,-0.022128840488215486,-0.10886796142087173,0.05795904777413915,False,False
B_res_N3,1.0,path_eff,plain,pooled,2334,0.009292904487367804,-0.029229875142572605,0.04654623659778892,False,False
B_res_N3,1.0,n_cross,plain,discovery,1815,-0.01997413315563161,-0.06716530429203615,0.026493561244271695,False,False
B_res_N3,1.0,n_cross,plain,replication,613,0.0601891597985348,-0.010738248144594011,0.13064683496804563,False,False
B_res_N3,1.0,n_cross,plain,pooled,2428,0.0002619714183957518,-0.038439153461274786,0.03801080237307542,False,False
B_res_N3,1.0,rv60,plain,discovery,1773,0.04693017288218842,0.0001562842763509902,0.0949881570795473,False,False
B_res_N3,1.0,rv60,plain,replication,558,0.03592423702455776,-0.0447767031410406,0.11560101806779535,False,False
B_res_N3,1.0,rv60,plain,pooled,2331,0.04386688758757535,0.0064037288492462185,0.083186346986799,False,False
B_res_N3,1.0,accel,plain,discovery,1773,0.04006298814580306,-0.0019420336233464306,0.08776142051295582,False,False
B_res_N3,1.0,accel,plain,replication,595,-0.04753984467020024,-0.12035081508775641,0.031088518293101167,False,False
B_res_N3,1.0,accel,plain,pooled,2368,0.018555191237922104,-0.020916940176914207,0.06005876129230646,False,False
B_res_N3,1.0,fav_share,plain,discovery,1774,0.02477564860289183,-0.021842555040766185,0.06804268558896867,False,False
B_res_N3,1.0,fav_share,plain,replication,581,-0.009086713953874233,-0.0937864641221627,0.0854190152835108,False,False
B_res_N3,1.0,fav_share,plain,pooled,2355,0.016413278785360978,-0.019227949306794154,0.05513358234340362,False,False
B_res_N3,1.0,tod_min,plain,discovery,1769,-0.026381794732173214,-0.0725523351749921,0.01819289410304882,False,False
B_res_N3,1.0,tod_min,plain,replication,568,-0.008882090945169972,-0.07871410595355015,0.062059818797489494,False,False
B_res_N3,1.0,tod_min,plain,pooled,2337,-0.02204728588786936,-0.059559569072284914,0.016757132142579765,False,False
B_res_N3,1.25,time_to_anchor_s,tod_stratified,discovery,1569,-0.013063720608354723,-0.06389872482571791,0.036434205695923746,True,False
B_res_N3,1.25,time_to_anchor_s,plain,discovery,1569,-0.0127672351950006,-0.06281024652048486,0.0352620931553498,True,False
B_res_N3,1.25,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1520,-0.014789642407721846,-0.06773293830907917,0.03564788336768803,True,False
B_res_N3,1.25,time_to_anchor_s,tod_stratified,replication,499,-0.05203710879529172,-0.13873010004071523,0.04291537443327754,True,False
B_res_N3,1.25,time_to_anchor_s,plain,replication,499,-0.05153433463466359,-0.13308708064190347,0.03741889372159139,True,False
B_res_N3,1.25,time_to_anchor_s,tod_stratified_excl_last_hour,replication,492,-0.04677912054724308,-0.1345557401693494,0.05243199960647474,True,False
B_res_N3,1.25,time_to_anchor_s,tod_stratified,pooled,2068,-0.022409925765946883,-0.0641523112509562,0.02115710665572791,True,False
B_res_N3,1.25,time_to_anchor_s,plain,pooled,2068,-0.022183268858800776,-0.06382695947462264,0.022184282808486163,True,False
B_res_N3,1.25,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,2012,-0.022530474301544354,-0.06472979709019092,0.022234949849654646,True,False
B_res_N3,1.25,pullback_from_mfe,plain,discovery,1571,0.008071840407772972,-0.037440316802406955,0.051333531483061315,True,False
B_res_N3,1.25,pullback_from_mfe,plain,replication,531,-0.0015596097751849752,-0.0678926293138956,0.06391849543735316,True,False
B_res_N3,1.25,pullback_from_mfe,plain,pooled,2102,0.005764737281505568,-0.028792038746579023,0.04692624267243479,True,False
B_res_N3,1.25,mae_before,plain,discovery,1571,-0.019626201358162756,-0.06576691773827992,0.024865842388103555,True,False
B_res_N3,1.25,mae_before,plain,replication,546,-0.023646880410129776,-0.11460945433936644,0.06646249602304187,True,False
B_res_N3,1.25,mae_before,plain,pooled,2117,-0.020579611157423853,-0.060449633389820887,0.019332249434185038,True,False
B_res_N3,1.25,ret30,plain,discovery,1571,0.015785856388065022,-0.032730101682127054,0.0629900531627057,True,False
B_res_N3,1.25,ret30,plain,replication,513,0.020345853858784894,-0.05420656233803193,0.09112804607740027,True,False
B_res_N3,1.25,ret30,plain,pooled,2084,0.016944032474655507,-0.017373467250525125,0.05585451457951391,True,False
B_res_N3,1.25,ret15,plain,discovery,1571,-0.012877779533556994,-0.05594475142156105,0.032196614326409446,False,False
B_res_N3,1.25,ret15,plain,replication,525,-0.07503687248410244,-0.16250469878427684,0.010050864785576612,False,False
B_res_N3,1.25,ret15,plain,pooled,2096,-0.027821771030007932,-0.06400100553004687,0.01114503513827113,False,False
B_res_N3,1.25,ret60,plain,discovery,1571,0.007208883364937362,-0.030328962921365738,0.04454540873678416,False,False
B_res_N3,1.25,ret60,plain,replication,523,-0.045152649684719194,-0.11277386296793032,0.02413665495100031,False,False
B_res_N3,1.25,ret60,plain,pooled,2094,-0.005755763877797807,-0.03678566651677624,0.026281268117646514,False,False
B_res_N3,1.25,path_eff,plain,discovery,1571,0.004720977982528643,-0.04005257824143375,0.05308937979482853,False,False
B_res_N3,1.25,path_eff,plain,replication,518,0.00984716051407443,-0.06910553495935776,0.09367479606024397,False,False
B_res_N3,1.25,path_eff,plain,pooled,2089,0.005882587486044581,-0.034897383501963336,0.048892668490582464,False,False
B_res_N3,1.25,n_cross,plain,discovery,1656,-0.01625743169479523,-0.06369664085710479,0.02936952899313077,False,False
B_res_N3,1.25,n_cross,plain,replication,574,0.006143014594101555,-0.06224929129529606,0.07994703453308857,False,False
B_res_N3,1.25,n_cross,plain,pooled,2230,-0.010566679843499766,-0.04969685631467852,0.026380887221879406,False,False
B_res_N3,1.25,rv60,plain,discovery,1571,0.039338300837911865,-0.0107229496124993,0.08751062217833216,False,False
B_res_N3,1.25,rv60,plain,replication,486,-0.016796450753461856,-0.11283427047979219,0.08685038706717538,False,False
B_res_N3,1.25,rv60,plain,pooled,2057,0.02611205953123818,-0.017271282219674357,0.06871388870402888,False,False
B_res_N3,1.25,accel,plain,discovery,1571,-0.0156591363997342,-0.061267291515543526,0.03281703286954169,False,False
B_res_N3,1.25,accel,plain,replication,521,-0.0931343808630394,-0.1721136745995454,-0.011379688056641269,False,True
B_res_N3,1.25,accel,plain,pooled,2092,-0.033440441261877084,-0.07265502729556629,0.00756256090470813,False,False
B_res_N3,1.25,fav_share,plain,discovery,1563,0.011167622093194614,-0.03630723680938381,0.0589674976464208,False,False
B_res_N3,1.25,fav_share,plain,replication,540,0.03292054760696306,-0.05225150098766621,0.11997244421913147,False,False
B_res_N3,1.25,fav_share,plain,pooled,2103,0.016741509530381993,-0.021808541089221645,0.05686966378453099,False,False
B_res_N3,1.25,tod_min,plain,discovery,1573,-0.010887662269427873,-0.058335519946276775,0.035271536478406154,False,False
B_res_N3,1.25,tod_min,plain,replication,519,-0.028212011805761807,-0.09944467929766122,0.04443785201136435,False,False
B_res_N3,1.25,tod_min,plain,pooled,2092,-0.015216702083904578,-0.05653134133197437,0.025950707072747582,False,False
B_res_N3,1.5,time_to_anchor_s,tod_stratified,discovery,1401,-0.006236842094811192,-0.04768377836314129,0.0339659969431475,True,False
B_res_N3,1.5,time_to_anchor_s,plain,discovery,1401,-0.005383816777325362,-0.04592117718495755,0.0342608026748798,True,False
B_res_N3,1.5,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1358,-0.0066891271506971505,-0.049399823952132986,0.033112168860938644,True,False
B_res_N3,1.5,time_to_anchor_s,tod_stratified,replication,463,-0.014056123311335704,-0.09303796941988822,0.07140515633946211,True,False
B_res_N3,1.5,time_to_anchor_s,plain,replication,463,-0.0161909710558728,-0.09314432666828856,0.06354235187288082,True,False
B_res_N3,1.5,time_to_anchor_s,tod_stratified_excl_last_hour,replication,458,-0.01516267886437571,-0.0958734776577924,0.07139544506789554,True,False
B_res_N3,1.5,time_to_anchor_s,tod_stratified,pooled,1864,-0.008188481312990898,-0.04847046594410203,0.028073708999405967,True,False
B_res_N3,1.5,time_to_anchor_s,plain,pooled,1864,-0.008131134709764768,-0.04752054572185429,0.02815153704359604,True,False
B_res_N3,1.5,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,1816,-0.008765784766672105,-0.04927204210562905,0.02879348219837378,True,False
B_res_N3,1.5,pullback_from_mfe,plain,discovery,1402,0.024028174037089872,-0.02415853978620272,0.06953154025765776,True,False
B_res_N3,1.5,pullback_from_mfe,plain,replication,470,0.005079201101928374,-0.05475951453169384,0.07288639576025684,True,False
B_res_N3,1.5,pullback_from_mfe,plain,pooled,1872,0.019340215193933658,-0.01602525319831186,0.058969982715870874,True,False
B_res_N3,1.5,mae_before,plain,discovery,1402,-0.013819543509272468,-0.05238670873670316,0.022577749184285824,True,False
B_res_N3,1.5,mae_before,plain,replication,479,-0.027155608683512498,-0.10112233180387944,0.05028220461172806,True,False
B_res_N3,1.5,mae_before,plain,pooled,1881,-0.017084431431207348,-0.050441395137224294,0.016781751247087716,True,False
B_res_N3,1.5,ret30,plain,discovery,1402,-0.0067314550641940085,-0.0477417317158966,0.034083861411183865,True,False
B_res_N3,1.5,ret30,plain,replication,447,-0.04279746809554974,-0.12287119248982302,0.026635094631845393,True,False
B_res_N3,1.5,ret30,plain,pooled,1849,-0.015054303228277829,-0.05126057107646828,0.021182461820419066,True,False
B_res_N3,1.5,ret15,plain,discovery,1402,-0.0026524607703281022,-0.04029415320106206,0.031716022979954926,False,False
B_res_N3,1.5,ret15,plain,replication,456,-0.012877990477689463,-0.10887820427395986,0.07265494812389171,False,False
B_res_N3,1.5,ret15,plain,pooled,1858,-0.004336842357159018,-0.039792194150139376,0.0304452021198694,False,False
B_res_N3,1.5,ret60,plain,discovery,1402,-0.012259272467902996,-0.0534784499016753,0.02878478393854651,False,False
B_res_N3,1.5,ret60,plain,replication,444,-0.023739253992829203,-0.1011869774445108,0.05651653632949024,False,False
B_res_N3,1.5,ret60,plain,pooled,1846,-0.015173292275865795,-0.05012960336616704,0.019252805912964025,False,False
B_res_N3,1.5,path_eff,plain,discovery,1402,0.005104315263908702,-0.03549128613745639,0.04728925963960879,False,False
B_res_N3,1.5,path_eff,plain,replication,484,0.02149742052307009,-0.058700804842915115,0.09738404577668838,False,False
B_res_N3,1.5,path_eff,plain,pooled,1886,0.009214881458440169,-0.02656142539261717,0.048326385521663406,False,False
B_res_N3,1.5,n_cross,plain,discovery,1424,-0.012674793224445466,-0.060740683300914276,0.031129767489562348,False,False
B_res_N3,1.5,n_cross,plain,replication,489,-0.021399889009884404,-0.09565355342914816,0.06069807340999547,False,False
B_res_N3,1.5,n_cross,plain,pooled,1913,-0.014917225174906689,-0.05311173713701506,0.022866951650661996,False,False
B_res_N3,1.5,rv60,plain,discovery,1402,-0.005639265335235379,-0.052451941764421105,0.04349093801207182,False,False
B_res_N3,1.5,rv60,plain,replication,428,0.01947139511542322,-0.061895727606751626,0.09650913040744112,False,False
B_res_N3,1.5,rv60,plain,pooled,1830,-0.0006376948547348674,-0.034482640141233,0.035027527767005615,False,False
B_res_N3,1.5,accel,plain,discovery,1402,0.017764800285306706,-0.022399045163115725,0.05728171991588458,False,False
B_res_N3,1.5,accel,plain,replication,442,-0.006703557947569273,-0.09059538622924006,0.07261748288508459,False,False
B_res_N3,1.5,accel,plain,pooled,1844,0.011981559733901226,-0.021138917292147938,0.04873265163754867,False,False
B_res_N3,1.5,fav_share,plain,discovery,1400,0.015597640250286225,-0.019609431948198006,0.057278439302453354,False,False
B_res_N3,1.5,fav_share,plain,replication,483,0.03251463838366507,-0.04205515104596298,0.10785137197418701,False,False
B_res_N3,1.5,fav_share,plain,pooled,1883,0.01984442267078223,-0.016277734214829035,0.05487696680410386,False,False
B_res_N3,1.5,tod_min,plain,discovery,1405,0.0007472710454221243,-0.03596279770347885,0.040038792489903545,False,False
B_res_N3,1.5,tod_min,plain,replication,454,-0.03401170548277535,-0.10640257445821141,0.03591951592130663,False,False
B_res_N3,1.5,tod_min,plain,pooled,1859,-0.007820475537345047,-0.04211884751260681,0.027741806926147927,False,False
B_raw,0.25,time_to_anchor_s,tod_stratified,discovery,2644,-0.05459523014832463,-0.09263982810558115,-0.017987225950299553,True,True
B_raw,0.25,time_to_anchor_s,plain,discovery,2644,-0.056675689998424476,-0.09533344550676602,-0.019639527589943577,True,True
B_raw,0.25,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,2576,-0.05169442717455982,-0.09100123899073055,-0.014381269881727722,True,True
B_raw,0.25,time_to_anchor_s,tod_stratified,replication,867,-0.05339367317323048,-0.1181570426627438,0.007917351485096234,True,False
B_raw,0.25,time_to_anchor_s,plain,replication,867,-0.05546095063751888,-0.11982881683775086,0.005758685436134154,True,False
B_raw,0.25,time_to_anchor_s,tod_stratified_excl_last_hour,replication,848,-0.04762078365194725,-0.11231445441549388,0.015666213796764483,True,False
B_raw,0.25,time_to_anchor_s,tod_stratified,pooled,3511,-0.05479060647510555,-0.08716409189910188,-0.02261031723895189,True,True
B_raw,0.25,time_to_anchor_s,plain,pooled,3511,-0.05681375413987921,-0.08943565197981465,-0.024914227982385025,True,True
B_raw,0.25,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,3424,-0.05100061520484992,-0.08372664774888014,-0.01795014857089089,True,True
B_raw,0.25,pullback_from_mfe,plain,discovery,2586,-0.0007733952049497339,-0.0418161274370148,0.04117630915630066,True,False
B_raw,0.25,pullback_from_mfe,plain,replication,844,0.00748785752833242,-0.06029871575242188,0.07783360987570608,True,False
B_raw,0.25,pullback_from_mfe,plain,pooled,3430,0.0011091356120596085,-0.03553322573977289,0.03883144706913294,True,False
B_raw,0.25,mae_before,plain,discovery,2586,-0.013921113689095155,-0.04895789192413936,0.0212127646402279,True,False
B_raw,0.25,mae_before,plain,replication,844,-0.004153668886827999,-0.07267068220636186,0.06407617744686082,True,False
B_raw,0.25,mae_before,plain,pooled,3430,-0.011847445271358337,-0.04116876372219783,0.019067764245320744,True,False
B_raw,0.25,ret30,plain,discovery,2586,-0.008507347254447017,-0.05079418123074602,0.03190733480284921,True,False
B_raw,0.25,ret30,plain,replication,871,-0.033523176712545455,-0.09887409584486412,0.024389751729890972,True,False
B_raw,0.25,ret30,plain,pooled,3457,-0.014883110049864756,-0.047507484219738244,0.020319190787885594,True,False
B_raw,0.25,ret15,plain,discovery,2586,0.030162412993039456,-0.010092334740889603,0.07048673798095163,False,False
B_raw,0.25,ret15,plain,replication,859,-0.000958010821167643,-0.0730109190755873,0.06982244511304704,False,False
B_raw,0.25,ret15,plain,pooled,3445,0.021710914454277308,-0.012670616884432658,0.05610925926647053,False,False
B_raw,0.25,ret60,plain,discovery,2586,0.037122969837587005,-0.009874637272144366,0.07861086921213704,False,False
B_raw,0.25,ret60,plain,replication,864,0.010723688090808203,-0.03994383271919907,0.06244375113040331,False,False
B_raw,0.25,ret60,plain,pooled,3450,0.03040560523528113,-0.005374363786304992,0.06470906741144795,False,False
B_raw,0.25,path_eff,plain,discovery,2587,0.04740786784130435,0.014091276798618527,0.08137512457160463,False,False
B_raw,0.25,path_eff,plain,replication,849,0.03674250832408438,-0.029753303434774846,0.10430946566611608,False,False
B_raw,0.25,path_eff,plain,pooled,3436,0.04473961409075927,0.01584934923468533,0.07319807925294106,False,False
B_raw,0.25,n_cross,plain,discovery,2963,-0.05237097086720677,-0.08974281907286927,-0.018003934854145125,False,True
B_raw,0.25,n_cross,plain,replication,990,-0.0031323844589767336,-0.06337257506238428,0.05366939437576384,False,False
B_raw,0.25,n_cross,plain,pooled,3953,-0.04008345417292253,-0.07085871283588407,-0.010116225381001702,False,False
B_raw,0.25,rv60,plain,discovery,2586,-0.02320185614849185,-0.057001491854735624,0.013627809478349929,False,False
B_raw,0.25,rv60,plain,replication,832,0.02229004809470958,-0.051108805107002754,0.09229434939155257,False,False
B_raw,0.25,rv60,plain,pooled,3418,-0.012289868887293331,-0.042846722678283926,0.02093572892827483,False,False
B_raw,0.25,accel,plain,discovery,2586,0.033255993812838336,-0.0070334382384045786,0.07316087505336019,False,False
B_raw,0.25,accel,plain,replication,873,0.011762850835698502,-0.06136590345419897,0.08213521286672416,False,False
B_raw,0.25,accel,plain,pooled,3459,0.027675968889611047,-0.008657008524625797,0.06157442276184276,False,False
B_raw,0.25,fav_share,plain,discovery,2581,0.027266384209287453,-0.007326235628640674,0.06272018784102247,False,False
